YORF	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YJL132W	-0.36	-0.47	-0.12	-0.06	0	0.45	0.36
YPL271W	-0.4	-0.51	-0.06	-0.14	0.24	0.48	0.41
YLR306W	-0.34	-0.36	0.01	-0.01	-0.06	0.5	0.03
YMR068W	-0.47	-0.42	-0.12	0.08	-0.3	1.03	0.56
YFL042C	-0.67	-0.54	-0.04	0.07	-0.34	0.92	0.62
YGL212W	-0.86	-0.76	0.07	-0.4	-0.09	1	0.54
YDR282C	-0.67	-0.45	0	-0.25	-0.23	0.89	0.5
YGL194C	-0.54	-0.45	-0.1	-0.18	-0.3	0.71	0.26
YLR307W	-0.71	-0.42	-0.09	-0.23	-0.22	0.94	0.19
YBR024W	-0.89	-0.18	-0.03	-0.01	-0.43	1.25	0.41
YGL146C	-1.15	-0.64	-0.04	0.08	-0.36	0.76	0.71
YMR159C	-0.64	-0.56	-0.04	0.03	-0.36	0.43	0.52
YGL160W	-0.34	-0.56	0.16	-0.03	-0.64	0.74	0.38
YDR426C	-0.29	-0.22	0.06	-0.32	-0.42	0.54	0.24
YGR065C	-0.27	-0.34	0.11	-0.32	-0.47	0.54	0.26
YFL044C	-0.34	-0.45	0.16	-0.4	-0.62	0.76	0.21
YIL144W	-0.47	-0.58	0.01	-0.38	-0.67	0.86	0.19
YER181C	-0.54	-0.58	-0.15	-0.27	-0.67	0.48	0.3
YGR153W	-0.38	-0.54	-0.07	-0.27	-0.62	0.38	0.19
YHL025W	-0.38	-0.56	0.12	-0.27	-0.56	0.48	0.19
YGL023C	-0.51	-0.62	0.21	-0.42	-0.58	0.52	0.34
YNL086W	-0.4	-0.34	0.04	-0.3	-0.56	0.36	0.25
YGL090W	-0.43	-0.42	0.07	-0.23	-0.58	0.48	0.4
YOR022C	-0.3	-0.27	0	-0.09	-0.34	0.41	0.26
YOR392W	-0.43	-0.4	-0.14	-0.14	-0.54	0.56	0.24
YGR101W	-0.18	-0.2	-0.07	-0.12	-0.23	0.26	0.14
YDR265W	-0.37	-0.31	0.11	-0.12	-0.52	0.5	0.2
YIL171W	-0.38	-0.3	0.12	-0.12	-0.34	0.41	0.12
YBL059W	-0.69	-0.64	0.11	-0.23	-0.47	0.56	0.4
YOR134W	-0.49	-0.58	-0.03	-0.23	-0.45	0.5	0.26
YOR366W	-0.29	-0.3	0.07	-0.18	-0.36	0.34	0.14
YJR021C	-0.86	-0.86	0.24	-0.4		1	0.36
YHR139C	-0.4	-0.42	0.14	-0.3	-0.27	0.4	
YDR256C	-0.64	-0.18	0.2	-0.49	-1.03	0.67	0.94
YHR157W	-0.27	-0.17	0.04	-0.18	-0.56	0.41	0.21
YHR182W	-0.2	-0.1	0.11	-0.18	-0.3	0.25	
YEL020C	-0.43	-0.23	0.15	-0.27	-0.6	0.56	0.32
YIR018W	-0.34	-0.17	0.14	-0.3	-0.58	0.69	0.4
YJR156C	-0.42	-0.36	0	-0.23	-0.58	0.92	0.54
YAL034W-A	-0.4	-0.15	0.07	-0.23	-0.49	0.86	0.38
YEL070W	-0.89	-0.45	0.32	-0.36	-0.71	1.48	0.89
YDR350C	-0.3	-0.1	0.2	-0.12	-0.42	0.64	0.29
YIL155C	-0.41	-0.07	0.05	-0.04	-0.43	0.54	0.41
YKR105C	-0.2	-0.18	0.12	-0.2	-0.18	0.45	0.19
YIL172C	-0.38	-0.33	0.24	-0.32	-0.23	0.67	0.38
YJL106W	-0.38	-0.18	-0.06	-0.34	-0.29	0.56	0.26
YDL244W	-0.69	-0.34	0.01	-0.94	-0.67	1	0.69
YBR178W	-0.15	-0.07	0.03	-0.15	-0.09	0.2	0.16
YHR185C	-0.51	-0.22	0.25	-0.47	-0.36	0.62	0.5
YGL175C	-0.47	-0.32	0.06	-0.36	-0.27	0.38	0.4
YFL052W	-0.94	-0.71	-0.06	-0.76	-0.76	0.69	1.03
YLR346C	-0.62	-0.58	-0.09	-0.51	-0.67	0.86	0.74
YDL113C	-0.18	-0.1	-0.06	-0.15	-0.1	0.3	0.26
YKL050C	-0.54	-0.3	-0.12	-0.51	-0.42	0.76	1
YFL055W	-0.71	-0.32	-0.07	-0.38	-0.47	0.64	0.92
YNL223W	-0.56	-0.36	-0.06	-0.12	-0.47	0.78	0.67
YGL045W	-0.51	-0.4	0.04	-0.18	-0.43	0.84	0.81
YMR322C	-0.67	-0.6	-0.42	-0.34	-0.84	1.32	1.52
YIL146C	-0.15	-0.42	-0.14	-0.64	-0.62	0.69	1.09
YGL182C	-0.14	-0.09	-0.06	-0.3	-0.3	0.26	0.5
YIL167W	-0.25	-0.12	0.04	-0.3	-0.45	0.48	0.64
YGR290W	-0.17	-0.18	-0.03	-0.25	-0.32	0.56	0.56
YGL180W	-0.1	-0.12	-0.06	-0.25	-0.54	0.74	0.86
YNL179C	-0.1	-0.17	-0.1	-0.2	-0.36	0.48	0.36
YFL056C	-0.23	-0.25	-0.18	-0.4	-0.51	0.64	0.5
YHR033W	-0.15	-0.27		-0.49	-0.54	0.6	0.52
YDR338C	-0.22	-0.23	0.01	-0.49	-0.4	0.54	0.54
YDL183C	-0.09	-0.17	0.01	-0.51	-0.29	0.54	0.5
YMR137C	-0.23	-0.51	0	-0.51	-0.25	0.69	0.34
YNL237W	-0.34	-0.4	-0.06	-0.34	-0.1	0.62	0.48
YNL214W	-0.18	-0.36	-0.17	-0.34	-0.04	0.58	0.45
YIL122W	-0.47	-0.67	-0.36	-0.56	-0.25	1.52	0.81
YOR132W	-0.27	-0.29	-0.07	-0.27	-0.07	0.69	0.32
YOR257W	-0.22	-0.34	-0.04	-0.47	0.01	1.18	0.64
YPL005W	-0.49	-0.3	-0.29	-0.38	-0.04	0.67	0.52
YDR511W	-0.36	-0.34	-0.23	-0.34	0.19	0.58	0.36
YCR071C	-0.27	-0.1	-0.12	-0.23	0.11	0.34	0.15
YDR015C	-0.67	-0.32	-0.23	-0.38	0.06	0.4	0.25
YJR052W	-0.38	-0.25	-0.17	-0.43	-0.07	0.4	0.15
YMR053C	-0.47	-0.62	-0.36	-0.3	-0.22	0.41	-0.01
YPR005C	-0.36	-0.58	-0.36	-0.29	-0.09	0.52	0.03
YIL089W	-0.17	-0.34	-0.23	-0.1	-0.12	0.3	0.16
YNL133C	-0.18	-0.6	-0.3	-0.27	-0.23	0.5	0.15
YMR041C	-0.29	-0.62	-0.4	-0.29	-0.25	0.74	0.11
YIL017C	-0.17	-0.42	-0.18	-0.25	-0.15	0.56	0.01
YJR082C	-0.18	-0.42	-0.1	-0.1	-0.06	0.54	0
YKR007W	-0.22	-0.6	-0.29	-0.14	-0.07	0.78	0.2
YNR072W	-0.47	-0.18	-0.2	-0.29	-0.36	0.74	0.2
YOR279C	-0.36	-0.18		-0.22	-0.27	0.52	0.2
YKR017C	-0.32	-0.3	-0.27	-0.3	-0.38	0.56	0.08
YHR029C	-0.36	-0.4		-0.3	-0.3	0.62	0.07
YLR438W	-0.64	-0.49	-0.29	-0.67	-0.38	1.06	-0.07
YNL083W	-0.18	-0.45	-0.34	-0.3	-0.47	0.38	0.07
YPR025C	-0.18	-0.36	-0.3	-0.25	-0.42	0.36	0.2
YIL024C	-0.25	-0.58	-0.49	-0.62	-0.74	0.92	0.38
YOR030W	-0.2	-0.23	-0.23	-0.23	-0.43	0.4	0.26
YKL123W	-0.14	-0.17	-0.18	-0.34	-0.3	0.26	0.26
YKL052C	-0.23	-0.29	-0.27	-0.51	-0.29	0.41	0.29
YDL089W	-0.27	-0.36	-0.49	-0.49	-0.34	0.5	0.34
YOL044W	-0.14	-0.3	-0.2	-0.4	-0.22	0.52	0.26
YNR019W	-0.42	-0.49	-0.3	-0.71	-0.38	0.86	0.38
YDR405W	-0.2	-0.51	-0.04	-0.49	-0.51	0.45	0.38
YOR053W	-0.04	-0.1	-0.18	-0.38	-0.32	0.58	0.3
YJR005W	-0.04	-0.1	-0.27	-0.3	-0.14	0.62	0.2
YIL108W	-0.12	-0.22	-0.43	-0.42	-0.3	0.74	0.11
YIL033C	-0.18	-0.34	-0.27	-0.34	-0.29	0.76	0.15
YKL129C	0	-0.18	-0.27	-0.36	-0.01	0.5	0.2
YOR382W	0.03	-0.49	-0.69	-0.71	-0.42	0.89	0.12
YOR008C	0.11	-0.14	-0.3	-0.3	-0.18	0.38	-0.01
YPL199C	-0.12	-0.1	-0.03	-0.27	-0.1	0.14	-0.1
YOR338W	-0.45	-0.07	0.01	-0.56	-0.3	0.41	-0.3
YJL147C	-0.3	-0.12	-0.04	-0.42	-0.22	0.43	-0.22
YCR076C	-0.51	-0.34	0.01	-0.6	-0.34	0.74	-0.25
YER153C	-0.71	-0.34	-0.14	-0.62	-0.43	0.5	-0.22
YOR139C	-0.4	-0.18	-0.07	-0.22	-0.18	0.14	-0.1
YGR050C	-0.34	-0.1	-0.15	-0.27	-0.09	0.15	-0.18
YOR268C	-0.47	-0.06	-0.49	-0.43	-0.4	0.41	-0.34
YNL241C	-0.36	-0.09	-0.18	-0.36	-0.27	0.4	
YPR077C	-0.34	-0.01	-0.1	-0.17	-0.23	0.36	-0.29
YBR258C	-0.12	0.07	0.06	-0.18	-0.45	0.41	-0.03
YEL057C	-0.32	-0.06	0.16	-0.29	-0.97	0.86	0.06
YJL108C	-0.45	-0.18	-0.07	-0.23	-0.64	0.86	0.08
YKR069W	-0.34	-0.04	0.01	-0.23	-0.43	0.6	-0.06
YER040W	-0.42	-0.07	0.07	-0.34	-0.56	0.64	-0.09
YBR255W	-0.27	-0.06	0.06	-0.3	-0.49	0.56	0.07
YGL018C	-0.23	-0.2	0.06	-0.36	-0.64	0.67	0.01
YNL187W	-0.27	-0.22	0.07	-0.3	-0.42	0.45	-0.01
YOL162W	-0.34	-0.22	0	-0.3	-0.62	0.52	-0.01
YCR020C-A	-0.43	-0.22	0	-0.43	-0.74	0.5	-0.06
YEL062W	-0.34	-0.14	-0.06	-0.42	-0.67	0.58	-0.07
YDR460W	-0.51	-0.23	-0.03	-0.58	-0.71	0.74	0
YHR036W	-0.27	-0.1	0.08	-0.47	-0.42	0.38	-0.04
YDR198C	-0.42	-0.38	0.03	-0.62	-0.69	0.54	-0.23
YDR442W	-0.18	-0.29	-0.01	-0.42	-0.3	0.34	-0.01
YER173W	-0.34	-0.34	-0.01	-0.4	-0.36	0.52	0.03
YDR142C	-0.62	-0.42	0.03	-0.67	-0.56	0.74	0.16
YOR050C	-0.36	-0.4	-0.04	-0.34	-0.38	0.4	0.01
YGR059W	-0.58	-0.62	0.04		-0.67	0.64	0.14
YPR153W	-0.18	-0.2	0.01	-0.18	-0.3	0.2	0.01
YOR068C	-0.27	-0.23	-0.07	-0.15	-0.38	0.3	-0.07
YDR136C	-0.54	-0.56	-0.03	-0.22	-0.67	0.71	-0.1
YFL046W	-0.51	-0.43	0.07	-0.3	-0.6	0.56	-0.15
YHR035W	-0.58	-0.42	0.04	-0.32	-0.54	0.74	-0.17
YJL216C	-0.62	-0.47	0.06	-0.36	-0.56	0.97	-0.03
YBR277C	-0.29	-0.23	0.07	-0.18	-0.25	0.4	0.01
YGR213C	-0.32	-0.27	0.2	-0.2	-0.34	0.5	-0.04
YIR011C	-0.29	-0.42	0.08	-0.3	-0.51	0.74	-0.23
YJL086C	-0.23	-0.34	0.07	-0.29	-0.43	0.52	-0.23
YGR144W	-0.27	-0.07	0.08	-0.27	-0.23	0.4	-0.01
YLR205C	-0.3	-0.1	0.12	-0.34	-0.27	0.36	0.03
YMR213W	-0.51	-0.1	0.03	-0.4	-0.42	0.78	0.12
YER034W	-0.38	-0.06	0.11	-0.23	-0.3	0.6	0.14
YPL124W	-0.3	-0.15	0.03	-0.15	-0.27	0.43	-0.17
YGL166W	-0.49	-0.3	0.2	-0.23	-0.29	0.6	-0.23
YER007W	-0.54	-0.36	0.25	-0.4	-0.36	0.58	-0.34
YDR439W	-0.4	-0.12	0.07	-0.34	-0.36	0.32	-0.17
YNL097C	-0.67	-0.34	0.16	-0.38	-0.62	0.56	-0.22
YDR386W	-0.56	-0.18	0.11	-0.25	-0.56	0.58	-0.1
YML083C	-0.62	-0.34	0.07	-0.32	-0.62	0.41	0.07
YER147C	-0.58	-0.27	0.15	-0.36	-0.62	0.43	-0.01
YCR019W	-0.92	-0.47	0.36	-0.3	-0.92	0.54	0
YDR082W	-0.92	-0.27	0.21	-0.36	-0.84	0.41	
YBR114W	-0.74	-0.27	0.06	-0.38	-0.67	0.32	-0.27
YDR228C	-0.62	-0.17	0.11	-0.47	-0.69	0.2	-0.17
YOR011W	-0.23	-0.14	0.04	-0.18	-0.18	0	-0.06
YER076C	-0.64	-0.49	0.06	-0.58	-0.67	0.21	-0.22
YBL031W	-1.09	-0.71	0.21	-0.71	-0.81	0.34	-0.07
YCL048W	-0.81	-0.54	0.03	-0.6	-0.56	0.25	-0.1
YCR098C	-1	-0.79	-0.01	-0.74	-0.89	0.26	-0.15
YMR048W	-0.69	-0.58	0	-0.38	-0.49	0.15	-0.06
YBR223C	-0.92	-0.54	-0.07	-0.54	-0.56	0.38	-0.01
YGL162W	-1.03	-0.51	0.04	-0.81	-0.71	0.56	0.08
YCR052W	-0.67	-0.47	0.24	-0.49	-0.43	0.34	-0.12
YCR048W	-0.79	-0.67	0.26	-0.56	-0.64	0.56	0.06
YFR018C	-0.74	-0.43	0.21	-0.58	-0.56	0.41	-0.03
YPL088W	-0.69	-0.42	0.21	-0.62	-0.6	0.52	-0.01
YDR392W	-0.56	-0.49	0.07	-0.4	-0.51	0.48	-0.1
YAL018C	-1.22	-1.06	0.15	-0.92	-0.58	0.67	0.24
YDL024C	-1.12	-1.03	-0.04	-0.56	-0.64	0.48	0.29
YJR098C	-0.67	-0.64	-0.09	-0.54	-0.58	0.38	0.11
YIL170W	-0.79	-0.56	0.12	-0.58	-0.69	0.41	0.32
YBL103C	-0.84	-0.62	0.19	-0.3	-0.56	0.26	0.03
YDR106W	-1.09	-0.49	-0.1	-0.36	-0.69	0.58	0.06
YFR054C	-0.47	-0.18	0.01	-0.27	-0.32	0.32	0.11
YDR318W	-0.79	-0.49	0.15	-0.18	-0.54	0.48	-0.15
YDL216C	-0.45	-0.34	0.08	-0.04	-0.42	0.38	-0.14
YDL186W	-0.62	-0.47	0.15	-0.17	-0.51	0.54	-0.43
YIL132C	-0.6	-0.42	-0.09	-0.25	-0.45	0.48	-0.25
YIR005W	-0.62	-0.36	-0.1	-0.18	-0.34	0.43	-0.32
YCL024W	-0.43	-0.36	0.01	-0.12	-0.29	0.26	-0.27
YCL061C	-1.09	-0.79	-0.03	-0.43	-0.67	0.4	-0.45
YBR040W	-1	-0.62	0.03	-0.23	-0.81	0.26	-0.45
YJR017C	-1.09	-0.67	-0.06	-0.64	-0.1	0.32	-0.27
YJR113C	-0.69	-0.54	-0.07	-0.36	-0.18	0.15	0.01
YOR358W	-1.51	-1.36	-0.32	-0.84	-0.47	0.14	-0.23
YPR064W	-0.64	-0.56	-0.23	-0.2	-0.23	0.12	0.01
YLR329W	-0.34	-0.47	-0.07	-0.27	-0.14	0.24	-0.03
YGR031W	-0.17	-0.56	-0.1	-0.15	-0.32	0.16	-0.04
YOR140W	-0.38	-0.84	-0.1	-0.3	-0.3	0.15	-0.14
YGL230C	-0.67	-0.81	-0.18	-0.3	-0.45	0.4	-0.1
YMR251W	-0.79	-1.09	-0.17	-0.38	-0.62	0.21	0
YCL075W	-1.09	-1.12	-0.1	-0.62	-0.97	0.34	-0.3
YGR273C	-0.6	-0.71	-0.22	-0.34	-0.51	0.08	-0.27
YOR138C	-0.49	-0.64	-0.4	-0.34	-0.23	-0.04	0.03
YFL061W	-0.36	-0.29	-0.27	-0.23	-0.3	0.01	0.03
YOR348C	-0.62	-0.36	-0.18	-0.23	-0.38	0.2	0.04
YOR084W	-0.74	-0.4	-0.32	-0.27	-0.64	0.26	-0.17
YLR308W	-0.42	-0.22	-0.34	-0.22	-0.29	0.26	0
YGR126W	-0.43	-0.23	-0.2	-0.4	-0.42	0.26	-0.18
YCL066W	-0.51	-0.6	-0.27	-0.42	-0.71	0.43	-0.25
YLR013W	-0.47	-0.54	-0.22	-0.47	-0.51	0.32	-0.06
YDR104C	-0.43	-0.51	-0.15	-0.49	-0.58	0.4	-0.07
YOL025W	-0.38	-0.36	-0.12	-0.51	-0.58	0.32	-0.1
YGL138C	-1.15	-0.69	-0.4	-0.89	-0.92	0.71	-0.12
YIR017C	-0.62	-0.51	-0.22	-0.47	-0.51	0.6	-0.04
YLR365W	-0.27	-0.3	-0.23	-0.25	-0.27	0.16	0
YGL222C	-0.58	-0.81	-0.6	-0.81	-0.71	0.67	-0.03
YGL126W	-0.12	-0.23	-0.18	-0.17	-0.15	0.12	-0.01
YIL025C	-0.49	-0.74	-0.56	-0.67	-0.56	0.24	-0.27
YOR114W	-0.49	-0.58	-0.27	-0.58	-0.38	0.21	-0.18
YOR029W	-0.4	-0.36	-0.14	-0.43	-0.2	0.34	0.19
YFL012W	-0.56	-0.47	-0.2	-0.64	-0.42	0.43	0.12
YIR027C	-0.76	-0.36	-0.2	-0.62	-0.67	0.3	0.08
YDR402C	-0.84	-0.56	-0.18	-0.71	-0.94	0.52	0.24
YFL058W	-0.76	-0.49	-0.18	-0.56	-0.74	0.5	0.21
YCR024C	-0.71	-0.38	-0.27	-0.42	-0.69	0.48	0.12
YLR012C	-0.58	-0.58	-0.36	-0.43	-0.58	0.2	0.14
YMR326C	-0.4	-0.34	-0.12	-0.4	-0.34	0.06	0.11
YAL067C	-1.12	-0.97	-0.42	-1.03	-0.89	0.43	0.24
YCL076W	-0.56	-0.4	-0.23	-0.51	-0.36	0.24	0.16
YCR006C	-0.43	-0.34	-0.23	-0.4	-0.34	0.19	0.32
YNL072W	-0.27	-0.36	-0.27	-0.34	-0.38	0.19	0.25
YCR102C	-0.62	-0.54	-0.36	-0.76	-0.84	0.38	0.32
YHR189W	-0.3	-0.23	-0.18	-0.29	-0.4	0.07	0.19
YKL177W	-0.29	-0.36	-0.3	-0.51	-0.27	0.08	0.19
YPR154W	-0.4	-0.54	-0.42	-0.6	-0.4	0.14	0.04
YPL021W	-0.3	-0.36	-0.29	-0.54	-0.47	-0.03	-0.04
YPR042C	-0.3	-0.1	-0.14	-0.27	-0.32	-0.03	0.08
YJL027C	-0.84	-0.23	-0.51	-0.6	-0.79	0.2	
YGL262W	-0.81	-0.23	-0.64	-0.62	-0.89	0.29	0.14
YDR218C	-1.32	-0.09	-0.1	-0.79	-0.74	0.74	0.69
YBR018C	-1.25	-0.67	-0.07	-0.54	-0.79	0.34	0.58
YJR078W	-1.43	-0.56	-0.47	-0.38	-0.43	0.5	0.78
YFL053W	-0.94	-0.43	-0.23	-0.34	-0.4	0.67	0.38
YOL163W	-0.51	-0.3	0.01	-0.38	-0.12	0.41	0.25
YCR079W	-1.43	-0.62	0.3	-0.54	-0.32	0.94	0.43
YFL003C	-0.74	-0.54	0.11	-0.36	-0.25	0.56	0.19
YGL170C	-1.32	-0.67	-0.01	-0.45	-0.27	0.74	0.2
YFL040W	-1	-0.43	0.11	-0.56	-0.42	0.43	0.21
YCL074W	-1.06	-0.47	0.06	-0.47	-0.43	0.41	0.26
YIL160C	-1.6	-0.74	-0.01	-0.81	-0.34	0.56	0.21
YAL066W	-0.58	-0.22	0.03	-0.25	-0.18	0.08	0.06
YAR042W	-0.51	-0.32	-0.04	-0.38	-0.18	0.11	0.12
YLR316C	-0.34	-0.36	0.08	0.04	-0.27	0.14	-0.1
YGL258W	-0.62	-0.81	0.19	-0.03	-0.58	0.56	0.01
YGR131W	-0.3	-0.67	-0.04	0.03	-0.42	0.32	-0.18
YML122C	-0.2	-0.42	0.04	-0.1	-0.06	0.26	-0.12
YJR006W	-0.6	-1.15	0.15	-0.27	-0.34	0.6	-0.1
YOL043C	-0.25	-0.45	-0.09	-0.14	-0.23	0.38	
YDR344C	-0.34	-0.56	-0.06	-0.1	-0.29	0.52	-0.25
YJR102C	-0.51	-0.71	0.04	-0.12	-0.42	0.56	-0.22
YCR095C	-0.36	-0.6	0.04	-0.12	-0.4	0.6	-0.12
YBR201W	-0.36	-0.42	0.07	-0.12	-0.34	0.54	-0.18
YCR003W	-0.42	-0.54	0.04	-0.18	-0.2	0.69	-0.2
YGL174W	-0.51	-0.56	0.19	-0.14	-0.23	0.6	-0.36
YGR171C	-0.42	-0.51	0.01	-0.18	-0.34	0.5	-0.01
YGR225W	-0.71	-0.86		-0.15	-0.38	0.84	0.07
YCR007C	-0.64	-0.69	-0.12	-0.25	-0.42	0.74	0.19
YLR456W	-0.25	-0.23	-0.09	0	-0.12	0.25	-0.1
YIL028W	-0.23	-0.64	0.25	-0.2	-0.56	0.16	0.01
YMR052W	-0.81	-0.71	0.16	-0.49	-1.09	0.26	0.36
YNL277W	-0.27	-0.43	0.25	-0.3	-0.76	0.36	0.14
YGL254W	-0.36	-0.62	0.08	-0.51	-0.89	0.36	0.08
YDR191W	-0.36	-0.34	0.06	-0.38	-0.79	0.12	0.01
YJL135W	-0.2	-0.3	0.24	-0.29	-0.74	0.08	0
YEL010W	-0.32	-0.3	0.11	-0.14	-0.54	0.12	-0.01
YHR109W	-0.36	-0.34	0.06	-0.17	-0.58	0.2	-0.17
YGL061C	-0.23	-0.2	0.01	-0.17	-0.74	0.21	0
YCL051W	-0.23	-0.07	0.3	0	-0.67	0.45	0.29
YEL030W	-0.38	-0.09	0.25	-0.12	-0.6	0.38	0.32
YJR135C	-0.4	-0.18	0.32	-0.07	-0.6	0.6	0.54
YBR019C	-0.56	-0.4	0.67	-0.14	-0.76	0.64	0.78
YGL081W	-0.27	-0.23	0.21	0	-0.43	0.21	0.34
YLR282C	-0.14	-0.18	0.2	0.11	-0.32	0.06	0.26
YJL022W	-0.1	-0.15	0.25	-0.03	-0.3	0.06	0.24
YGL205W	-0.2	-0.51	0.54	-0.18	-0.69	0.3	0.5
YDR403W	-0.23	-0.3	0.24	-0.34	-0.56	0.11	0.48
YHL047C	-0.45	-0.4	0.2	-0.62	-0.71	0.36	0.76
YBR050C	-0.67	-0.01	0.04	-0.34	-0.71	0.16	1.12
YIL099W	-0.51	-0.43	-0.34	-0.1	-0.62	0.41	0.81
YLR313C	0.04	-0.23	0.06	-0.09	-0.25	0.08	0.48
YOR384W	0.14	-0.23	0.3	-0.23	-0.51	0.4	0.89
YAL065C	-0.14	-0.62	0.19	-0.04	-0.36	0.16	0.3
YGR133W	-0.12	-0.34	0	-0.03	-0.42	0.07	0.15
YPR052C	0.03	-0.29	0.01	-0.1	-0.32	0.11	0.14
YNL295W	0.08	-0.34	-0.12	-0.12	-0.45	0.26	0.06
YGR045C	-0.06	-0.6	-0.18	-0.2	-0.42	0.41	0.15
YKR033C	-0.01	-0.74	-0.03	-0.3	-0.6	0.56	0.01
YPL110C	-0.03	-0.22	0	-0.03	-0.25	0	-0.06
YBR250W	0	-0.23	0.06	-0.25	-0.18	0.2	-0.04
YLR125W	-0.01	-0.09	-0.04	-0.1	-0.43	0.24	0.01
YGR010W	0.12	-0.01	-0.1	-0.18	-0.2	0.04	0.15
YNL183C	0.16	-0.01	-0.09	-0.23	-0.3	0.3	0.25
YJR091C	0.14	0.26	-0.23	-0.43	-0.51	0.32	0.26
YGL036W	0.32	0.25	-0.17	-0.29	-0.3	0.43	-0.1
YDL173W	0.2	0.24	-0.04	-0.23	-0.32	0.25	-0.09
YGL035C	0.2	0.48	-0.14	-0.62	-0.43	0.48	0.07
YOL055C	0	0.12	0.03	-0.27	-0.25	0.3	0.07
YML013W	0.08	0.2	-0.1	-0.42	-0.36	0.43	0.21
YDL005C	0.15	0.07	-0.04	-0.34	-0.43	0.52	0.2
YKL019W	0.04	0.08	0	-0.15	-0.36	0.36	0.14
YKR052C	0.19	0.25	-0.04	-0.4	-0.74	0.78	0.12
YBL046W	0.12	0.21	0.08	-0.3	-0.43	0.56	0.03
YFR050C	0.24	0.15	-0.1	-0.47	-0.49	0.74	-0.06
YDR202C	0.21	0	-0.03	-0.38	-0.51	0.81	0
YCR045C	0.01	0.04	-0.03	-0.18	-0.22	0.32	-0.01
YOR250C	-0.15	0.03	-0.18	-0.38	-0.64	0.5	0.06
YJL084C	-0.09	-0.03	-0.17	-0.47	-0.36	0.38	0.06
YJL065C	0	-0.04	-0.09	-0.34	-0.2	0.25	-0.03
YIL117C	-0.1	0.01	-0.23	-0.45	-0.49	0.58	-0.18
YGR012W	0.04	-0.07	-0.12	-0.18	-0.25	0.3	0
YKR055W	0.12	-0.18	-0.15	-0.34	-0.54	0.43	-0.1
YDR036C	0.01	-0.06	0.04	-0.51	-0.56	0.34	-0.09
YLR331C	0.04	-0.04	0.03	-0.34	-0.27	0.26	0.01
YML076C	0.19	0.04	-0.06	-0.47	-0.15	0.26	0
YKL159C	0.15	-0.17	-0.1	-0.29	-0.12	0.43	0.06
YBR109C	0.26	-0.06	0.08	-0.1	-0.07	0.32	-0.07
YJL201W	0.12	0.01	0.11	-0.1	-0.15	0.25	-0.06
YGR136W	0.48	0.12	0.24	-0.06	-0.4	0.56	-0.12
YFR052W	0.43	0.34	0.11	-0.18	-0.27	0.94	0.12
YDL007W	0.48	0.21	0.3	-0.06	-0.36	1.03	0.16
YER021W	0.38	0.12	0.04	-0.07	-0.2	0.89	0.3
YJL049W	0.15	-0.1	0.19	0	-0.22	0.43	0.21
YDR289C	0.15	-0.18	0.34	-0.07	-0.34	0.84	0.52
YLR191W	0.12	-0.01	0.19	-0.25	-0.36	0.38	0.48
YJR103W	0.12	0.14	0.19	-0.22	-0.25	0.34	0.5
YDR359C	0.11	0.03	0.15	-0.07	-0.12	0.26	0.24
YHR198C	0.14	0.07	0.24	-0.12	-0.17	0.45	0.43
YKL088W	0.36	0.19	0.29	-0.22	-0.3	0.86	0.76
YJL165C	0.26	0.06	0.29	-0.12	-0.14	0.74	0.58
YDR479C	0.07	0.21	0.45	-0.07	-0.2	0.89	0.62
YGL156W	0.04	0.12	0.29	-0.2	-0.23	0.67	0.5
YGR186W	0.16	0.07	0.19	-0.3	-0.18	0.54	0.29
YDR186C	0.08	0.08	0.12	-0.34	-0.36	0.54	0.29
YIL143C	0.06	0.3	0.11	-0.1	-0.27	0.43	0.45
YBR284W	-0.04	0.45	0.06	-0.15	-0.36	0.6	0.5
YGR042W	-0.01	0.4	0.2	-0.07	-0.51	0.71	0.48
YAL030W	-0.01	0.3	0.06	-0.14	-0.32	0.71	0.43
YPL071C	-0.03	0.24	0.11	-0.03	-0.14	0.58	0.32
YGL010W	-0.06	0.11	0.15	-0.12	-0.42	0.62	0.34
YBL095W	-0.27	0.15	0.21	-0.3	-0.42	0.78	0.56
YFL042C	-0.3	0.15	0.2	-0.04	-0.45	0.6	0.6
YAR023C	-0.2	0.45	0.29	0.08	-0.56	1	1
YOR152C	-0.27		0.36	0.06	-0.29	0.69	0.89
YDR173C	-0.2	0.19	0.2	-0.01	-0.17	0.64	0.81
YDR475C	-0.23	0.15	0.21	-0.03	-0.3	0.21	0.4
YFR029W	-0.36	0.34	0.2	-0.06	-0.71	0.58	0.54
YNL164C	-0.27	0.2	0.45	-0.34	-0.36	0.6	0.43
YGL125W	-0.03	0.14	0.2	-0.1	-0.17	0.34	0.19
YLR323C	-0.07	0.14	0.45	-0.29	-0.25	0.56	0.29
YPL101W	-0.01	0.06	0.54	-0.27	-0.42	0.62	0.25
YGR002C	0	0.06	0.24	-0.15	-0.27	0.45	0.14
YHR002W	-0.1	-0.23	0.36	-0.01	-0.76	0.84	0.62
YGR212W	0	-0.1	0.3	-0.12	-0.47	0.45	0.32
YBR120C	-0.03	0	0.52	-0.23	-0.62	0.86	0.64
YBR260C	0.12	0.07	0.4	-0.1	-0.64	0.71	0.5
